,T-shirt,bag,belt,blazer,blouse,coat,dress,hat,jeans,legging,pants,scarf,shoe,shorts,skirt,socks,stocking,sunglass,sweater
71001.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
119126.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
108721.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
40014.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
178216.jpg,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
43648.jpg,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1361.jpg,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
46463.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
189145.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
117375.jpg,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
47594.jpg,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
23283.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
67968.jpg,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0
92070.jpg,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
59246.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
93884.jpg,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
76740.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
173522.jpg,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
37377.jpg,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
86433.jpg,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
46859.jpg,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
22552.jpg,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
93586.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12598.jpg,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
173618.jpg,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
178131.jpg,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
16133.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
68080.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
178092.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
43216.jpg,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
191746.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32273.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
99864.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
68467.jpg,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
22921.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
186905.jpg,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
58387.jpg,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
146679.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
91736.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
189051.jpg,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
170034.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
128767.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10132.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
6918.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
164618.jpg,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
51451.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
174141.jpg,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
165577.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
103948.jpg,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
184804.jpg,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
49795.jpg,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
114887.jpg,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
112148.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
52923.jpg,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
73064.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
60472.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
101269.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
62403.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
105946.jpg,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
129248.jpg,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
169558.jpg,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1
71705.jpg,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22239.jpg,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
39726.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
32692.jpg,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
158642.jpg,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
179804.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
72138.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
170508.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
50594.jpg,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
137912.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
184241.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4610.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23295.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
137904.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
104163.jpg,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
117304.jpg,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
96310.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
137213.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
87973.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1388.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
161787.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
48381.jpg,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
57598.jpg,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
67891.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
40507.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
11709.jpg,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
67716.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
157906.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
155803.jpg,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
94673.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
178196.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
20650.jpg,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
44739.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
181632.jpg,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
161153.jpg,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
176833.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
108105.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11857.jpg,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
132530.jpg,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
169373.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
81073.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
15030.jpg,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
51093.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
29535.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
175092.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
111086.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
85115.jpg,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
51583.jpg,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
168634.jpg,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12586.jpg,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
173797.jpg,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
184076.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
185714.jpg,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
120646.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
12877.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
84620.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6124.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
132857.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
192698.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
35596.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
80841.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
104521.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
185937.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
165556.jpg,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
55977.jpg,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2399.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
146726.jpg,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
81469.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
83161.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7115.jpg,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
72503.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
87557.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
186880.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
102134.jpg,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
56322.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
106320.jpg,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
47650.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
194224.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
13695.jpg,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
55306.jpg,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
182190.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
173552.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
27001.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
85498.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
44313.jpg,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
60456.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
144883.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
127704.jpg,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8732.jpg,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6565.jpg,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
110899.jpg,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
36114.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
100247.jpg,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
187250.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14245.jpg,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
185536.jpg,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
43515.jpg,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
53791.jpg,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
179035.jpg,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
189258.jpg,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
174113.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
114635.jpg,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
18278.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19713.jpg,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2409.jpg,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
20136.jpg,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
12825.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
191222.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
29112.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
12343.jpg,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
108854.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
13469.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
81502.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
46863.jpg,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
161116.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
78736.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
175084.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
111018.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
136647.jpg,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
183804.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
86973.jpg,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
5259.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
185849.jpg,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
154510.jpg,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
30131.jpg,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
44699.jpg,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
186864.jpg,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
159039.jpg,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
59584.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
116147.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
45521.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
40139.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
36848.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
9096.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
176609.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
42671.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
110810.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
185284.jpg,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
104001.jpg,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
141859.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
120874.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
100932.jpg,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
14264.jpg,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
135674.jpg,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
449.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
106661.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
110166.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
50711.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
106322.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
70193.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
33264.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
13696.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
187882.jpg,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
139506.jpg,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
102581.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
81082.jpg,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
72235.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
129430.jpg,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
53889.jpg,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
48902.jpg,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
131179.jpg,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
78043.jpg,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
80675.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
104259.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6286.jpg,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
44770.jpg,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3396.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
178989.jpg,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
147906.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
190602.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
138332.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
70282.jpg,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
85683.jpg,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
104835.jpg,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
106830.jpg,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
50164.jpg,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
186120.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
72967.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
97381.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
152724.jpg,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
45767.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
51691.jpg,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
43847.jpg,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
98155.jpg,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
172826.jpg,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
102284.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
114166.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
84008.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
15212.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
73048.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
27261.jpg,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
60893.jpg,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
188274.jpg,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
186066.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
187484.jpg,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
185911.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
105231.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
35780.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
179554.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
10280.jpg,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
116718.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
180624.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
125998.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4328.jpg,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
172220.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
187407.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
75388.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
194467.jpg,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
41322.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
145970.jpg,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
51153.jpg,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
94801.jpg,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
44187.jpg,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
128119.jpg,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
41357.jpg,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
79027.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
85752.jpg,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
179197.jpg,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
110739.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
114288.jpg,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8407.jpg,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
33081.jpg,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
12315.jpg,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
38472.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
135831.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
183227.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
105948.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12260.jpg,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
112233.jpg,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
192306.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
107115.jpg,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6125.jpg,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
16117.jpg,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
190520.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
147072.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
22264.jpg,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
171839.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
102554.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
92930.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
67299.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
185428.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191664.jpg,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
139241.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
10466.jpg,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
187375.jpg,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1200.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
147381.jpg,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
83301.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
